protocol_type,service,flag,src_bytes,count,serror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_rerror_rate
1,22,9,317,2,0.0,0.0,37,255,1.0,0.0,0.03,0.05,0.03,0.0
1,49,9,763,1,0.0,0.0,91,195,0.87,0.04,0.01,0.01,0.0,0.0
1,55,9,125,1,0.0,0.0,255,12,0.05,0.02,0.0,0.0,0.0,0.0
1,22,9,214,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,11,9,44,150,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,18,9,161,1,0.0,0.0,255,97,0.38,0.03,0.0,0.0,0.0,0.0
1,22,9,301,17,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,11,9,42,9,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
2,11,9,44,102,0.0,0.0,255,208,0.82,0.01,0.01,0.0,0.0,0.0
2,11,9,43,5,0.0,0.0,255,248,0.97,0.01,0.0,0.0,0.0,0.0
1,19,9,283618,2,0.0,0.0,37,76,0.22,0.16,0.22,0.03,0.0,0.0
1,22,5,0,42,0.64,0.0,255,255,1.0,0.0,0.0,0.0,0.14,0.7
1,19,9,11,2,0.0,0.0,255,4,0.02,0.02,0.02,0.0,0.87,0.01
1,22,9,294,4,0.0,0.0,20,251,1.0,0.0,0.05,0.04,0.0,0.0
1,49,9,1428,1,0.0,0.0,175,93,0.25,0.03,0.01,0.02,0.0,0.0
1,22,9,162,2,0.5,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.0
1,22,9,323,1,0.0,0.0,2,190,1.0,0.0,0.5,0.09,0.0,0.0
1,22,4,61504,28,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.56
1,19,9,12,1,0.0,0.0,1,8,1.0,0.0,1.0,0.25,0.0,0.0
1,49,9,1684,1,0.0,0.0,255,4,0.02,0.02,0.0,0.0,0.0,0.04
1,22,9,249,1,0.0,0.0,78,255,1.0,0.0,0.01,0.04,0.0,0.0
1,22,9,298,5,0.0,0.0,113,251,1.0,0.0,0.01,0.04,0.0,0.0
1,43,9,32,1,0.0,0.0,214,195,0.91,0.01,0.0,0.0,0.0,0.05
1,22,9,287,13,0.0,0.0,51,255,1.0,0.0,0.02,0.05,0.0,0.0
1,22,4,57964,73,0.03,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.41
1,22,9,235,2,0.0,0.0,24,177,1.0,0.0,0.04,0.05,0.0,0.0
1,22,9,218,18,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.0
1,22,9,219,8,0.0,0.0,95,253,1.0,0.0,0.01,0.05,0.0,0.0
1,22,9,222,4,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,240,3,0.0,0.0,48,255,1.0,0.0,0.02,0.04,0.0,0.0
1,22,9,234,18,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,49,9,988,1,0.0,0.0,190,169,0.68,0.02,0.01,0.01,0.0,0.0
2,45,9,105,1,0.0,0.0,255,252,0.99,0.01,0.01,0.0,0.0,0.0
1,22,9,231,5,0.0,0.0,115,255,1.0,0.0,0.01,0.02,0.0,0.0
2,45,9,53,503,0.0,0.0,255,255,1.0,0.0,0.82,0.0,0.0,0.0
2,11,9,45,73,0.0,0.03,255,254,1.0,0.01,0.01,0.0,0.0,0.0
1,55,8,0,1,1.0,0.0,255,107,0.42,0.03,0.0,0.0,0.12,0.11
1,22,9,216,7,0.0,0.0,46,255,1.0,0.0,0.02,0.01,0.0,0.0
1,18,9,162,1,0.0,0.0,255,17,0.07,0.02,0.0,0.0,0.14,0.25
1,22,9,230,15,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,4,59424,64,0.03,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.51
2,11,9,42,145,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,9,123,2,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.01,0.01
2,45,9,105,3,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,22,4,60884,37,0.03,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.14
1,49,9,5072,1,0.0,0.0,226,106,0.47,0.04,0.0,0.0,0.0,0.0
1,22,9,204,13,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,55,318,0.0,0.0,255,255,1.0,0.0,0.93,0.0,0.0,0.0
2,11,9,44,107,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,43,9,30,1,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0
1,22,4,75904,28,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.6
1,22,9,212,6,0.0,0.0,86,253,1.0,0.0,0.01,0.06,0.0,0.0
1,19,9,192,2,0.0,0.0,79,4,0.05,0.05,0.05,0.0,0.0,0.0
1,22,9,222,8,0.0,0.0,47,255,1.0,0.0,0.02,0.01,0.0,0.0
1,19,9,283618,2,0.0,0.0,9,10,0.89,0.22,0.89,0.2,0.0,0.0
1,22,5,0,92,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.75,0.22
1,55,8,1,1,1.0,0.0,255,62,0.24,0.02,0.0,0.0,0.78,0.01
1,22,9,360,19,0.05,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.0
1,22,9,256,15,0.0,0.0,56,236,1.0,0.0,0.02,0.02,0.0,0.0
1,49,9,4485,1,0.0,0.0,255,7,0.03,0.02,0.0,0.0,0.01,0.01
1,18,9,162,4,0.0,0.5,255,1,0.0,0.04,0.0,0.0,0.0,0.04
1,22,9,294,5,0.0,0.0,5,255,1.0,0.0,0.2,0.03,0.0,0.0
1,22,9,227,2,0.0,0.0,6,255,1.0,0.0,0.17,0.03,0.0,0.0
1,22,9,304,3,0.0,0.0,255,220,0.86,0.02,0.0,0.0,0.0,0.08
1,40,9,10073,11,0.0,1.0,30,1,0.03,0.43,0.7,0.0,0.0,0.0
1,22,9,244,4,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,9,2615,1,0.0,0.0,10,2,0.2,0.2,0.1,0.0,0.0,0.0
1,22,9,310,11,0.0,0.0,173,255,1.0,0.0,0.01,0.01,0.0,0.0
1,22,9,224,2,0.0,0.0,2,255,1.0,0.0,0.5,0.02,0.0,0.0
2,11,9,44,3,0.0,0.67,255,250,0.98,0.01,0.01,0.0,0.0,0.0
1,22,9,212,2,0.0,0.0,34,255,1.0,0.0,0.03,0.07,0.03,0.0
2,45,9,45,2,0.0,0.0,255,255,1.0,0.0,0.02,0.0,0.0,0.0
2,45,9,105,1,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,55,9,0,1,0.0,0.0,255,33,0.13,0.04,0.0,0.0,0.0,0.08
2,45,9,105,1,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0
1,22,9,209,18,0.0,0.0,198,255,1.0,0.0,0.01,0.03,0.0,0.0
1,22,9,177,1,0.0,0.0,255,248,0.97,0.01,0.0,0.0,0.0,0.0
1,55,9,119,3,0.0,0.0,255,69,0.27,0.02,0.0,0.0,0.0,0.01
1,22,9,239,19,0.0,0.0,42,106,1.0,0.0,0.02,0.02,0.0,0.0
1,19,9,738,2,0.0,0.0,170,44,0.26,0.02,0.26,0.0,0.01,0.02
1,55,8,0,1,1.0,0.0,255,111,0.44,0.5,0.0,0.0,0.34,0.49
1,22,9,219,6,0.0,0.0,6,255,1.0,0.0,0.17,0.03,0.0,0.0
1,19,9,283618,1,0.0,0.0,1,17,1.0,0.0,1.0,0.24,0.0,0.0
1,55,9,0,1,0.0,0.0,255,162,0.64,0.02,0.0,0.0,0.53,0.01
2,11,9,44,165,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,22,9,54540,3,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.05
2,45,9,45,5,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
1,22,9,235,18,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,18,9,162,1,0.0,0.0,219,72,0.33,0.03,0.0,0.0,0.0,0.0
1,22,9,282,2,0.0,0.0,3,255,1.0,0.0,0.33,0.03,0.0,0.0
2,11,9,44,66,0.0,0.0,255,242,0.95,0.01,0.01,0.0,0.0,0.0
1,22,9,337,16,0.0,0.0,48,255,1.0,0.0,0.02,0.01,0.0,0.0
1,22,9,213,3,0.0,0.0,23,255,1.0,0.0,0.04,0.02,0.0,0.0
1,22,9,324,9,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,8,0,1,1.0,0.0,255,129,0.51,0.03,0.0,0.0,0.21,0.11
1,22,9,325,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,4,59424,92,0.01,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.35
1,22,9,235,3,0.0,0.0,40,245,1.0,0.0,0.03,0.03,0.0,0.0
1,22,9,54540,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.04
1,22,9,164,1,0.0,0.0,8,255,1.0,0.0,0.12,0.02,0.0,0.0
1,22,9,314,14,0.0,0.0,28,255,1.0,0.0,0.04,0.01,0.04,0.0
2,11,9,45,158,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,43,9,30,1,0.0,0.0,50,11,0.22,0.1,0.02,0.0,0.0,0.0
2,45,9,54,494,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0
1,22,9,361,24,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,19,9,42562,1,0.0,0.0,60,17,0.13,0.08,0.13,0.12,0.0,0.0
1,22,4,72564,12,0.0,0.0,255,237,0.93,0.01,0.0,0.0,0.0,0.18
1,22,9,210,15,0.0,0.0,173,255,1.0,0.0,0.01,0.01,0.0,0.0
1,22,9,307,39,0.0,0.0,80,255,1.0,0.0,0.01,0.03,0.0,0.0
1,22,9,326,12,0.0,0.0,65,255,1.0,0.0,0.02,0.05,0.0,0.0
2,11,9,46,181,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,262,1,0.0,0.0,1,255,1.0,0.0,1.0,0.04,0.0,0.0
1,22,9,313,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,276,6,0.0,0.0,72,255,1.0,0.0,0.01,0.02,0.0,0.0
1,19,9,868,1,0.0,0.0,43,17,0.12,0.07,0.12,0.18,0.0,0.0
1,19,9,283618,2,0.0,0.0,128,28,0.22,0.06,0.22,0.0,0.0,0.0
1,22,9,333,10,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,5,0,67,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.83,0.14
1,22,9,208,23,0.0,0.0,180,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,4,62344,41,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.2
1,18,9,157,1,0.0,0.0,255,5,0.02,0.02,0.0,0.0,0.33,0.07
2,45,9,105,1,0.0,0.0,9,9,1.0,0.0,0.11,0.0,0.0,0.0
2,40,9,146,1,0.0,0.0,255,10,0.04,0.04,0.15,0.0,0.0,0.0
1,40,9,319,2,0.0,1.0,101,1,0.01,0.08,0.2,0.0,0.0,0.0
1,22,9,310,23,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,293,10,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,210,1,0.0,0.0,119,255,1.0,0.0,0.01,0.01,0.0,0.0
1,49,9,3190,1,0.0,0.0,118,74,0.63,0.04,0.01,0.0,0.0,0.01
1,22,9,275,1,0.0,0.0,17,160,1.0,0.0,0.06,0.06,0.0,0.0
1,19,9,283618,1,0.0,0.0,140,42,0.18,0.04,0.18,0.05,0.0,0.0
1,55,9,0,1,0.0,0.0,255,248,0.97,0.02,0.0,0.0,0.33,0.04
2,11,9,43,130,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,22,9,348,19,0.0,0.0,49,255,1.0,0.0,0.02,0.07,0.02,0.0
1,55,9,0,1,0.0,0.0,255,74,0.29,0.02,0.0,0.0,0.71,0.01
1,22,5,0,45,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.25,0.7
1,22,9,301,1,0.0,0.0,255,229,0.9,0.01,0.0,0.0,0.0,0.03
1,22,9,54540,4,0.0,0.0,255,231,0.91,0.01,0.0,0.0,0.0,0.02
1,22,5,0,33,0.55,0.0,255,255,1.0,0.0,0.0,0.0,0.1,0.7
1,22,9,379,9,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,169,5,0.0,0.0,16,255,1.0,0.0,0.06,0.02,0.0,0.0
1,55,9,0,1,0.0,0.0,255,248,0.97,0.02,0.0,0.0,0.33,0.04
1,22,9,290,3,0.0,0.0,24,255,1.0,0.0,0.04,0.02,0.0,0.0
1,19,9,40494,9,0.0,0.0,88,38,0.22,0.05,0.22,0.05,0.0,0.0
2,45,9,105,2,0.0,1.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0
1,22,9,226,12,0.0,0.0,108,255,1.0,0.0,0.01,0.02,0.0,0.0
1,18,9,164,1,0.0,0.0,255,3,0.01,0.15,0.0,0.0,0.0,0.13
1,22,9,209,6,0.0,0.0,48,243,1.0,0.0,0.02,0.03,0.0,0.0
1,22,9,219,1,0.0,0.0,8,255,1.0,0.0,0.12,0.05,0.0,0.0
2,45,9,105,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,352,18,0.0,0.0,39,253,1.0,0.0,0.03,0.05,0.0,0.0
1,18,9,160,1,0.0,0.0,65,33,0.51,0.05,0.02,0.0,0.0,0.0
1,49,9,718,1,0.0,0.0,55,168,0.84,0.04,0.02,0.01,0.0,0.0
1,22,9,296,1,0.0,0.0,8,255,1.0,0.0,0.12,0.01,0.0,0.0
1,22,9,288,32,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,295,2,0.0,0.0,33,255,1.0,0.0,0.03,0.02,0.0,0.0
1,18,9,160,1,0.0,0.0,239,82,0.34,0.03,0.0,0.0,0.0,0.0
1,22,9,54540,4,0.0,0.0,255,246,0.96,0.01,0.0,0.0,0.0,0.06
1,22,9,287,5,0.0,0.0,158,255,1.0,0.0,0.01,0.02,0.0,0.0
1,17,9,6,1,0.0,0.0,193,11,0.06,0.03,0.01,0.0,0.0,0.01
1,22,9,220,3,0.0,0.0,3,13,1.0,0.0,0.33,0.23,0.0,0.0
1,43,9,26,1,0.0,0.0,85,75,0.87,0.04,0.01,0.03,0.0,0.08
1,22,9,292,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,212,1,0.0,0.0,1,255,1.0,0.0,1.0,0.06,0.0,0.0
1,22,9,352,9,0.0,0.0,9,177,1.0,0.0,0.11,0.06,0.0,0.0
1,22,9,254,2,0.0,0.0,36,255,1.0,0.0,0.03,0.01,0.0,0.0
1,49,9,741,1,0.0,0.0,15,85,0.93,0.13,0.07,0.02,0.0,0.0
1,22,9,304,4,0.0,0.0,255,226,0.89,0.02,0.0,0.0,0.0,0.03
1,22,9,281,11,0.0,0.0,23,255,1.0,0.0,0.04,0.01,0.0,0.0
1,19,9,383,2,0.0,0.0,208,23,0.11,0.02,0.11,0.0,0.0,0.0
1,40,9,267,1,0.0,0.0,255,11,0.04,0.01,0.0,0.0,0.0,0.04
2,45,9,52,511,0.0,0.0,255,255,1.0,0.0,0.83,0.0,0.0,0.0
1,22,9,236,3,0.0,0.0,34,255,1.0,0.0,0.03,0.03,0.0,0.0
2,45,9,45,4,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0
1,43,9,28,1,0.0,0.0,142,125,0.87,0.02,0.01,0.02,0.0,0.07
1,22,9,316,8,0.0,0.0,245,255,1.0,0.0,0.0,0.02,0.0,0.0
1,22,9,309,3,0.0,0.0,28,254,1.0,0.0,0.04,0.04,0.0,0.0
1,22,9,320,9,0.0,0.0,112,255,1.0,0.0,0.01,0.02,0.0,0.0
1,18,9,158,1,0.0,0.0,255,72,0.28,0.03,0.0,0.0,0.05,0.02
2,40,9,1,450,0.0,1.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0
2,45,9,49,3,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0
2,11,9,46,120,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,22,9,217,1,0.0,0.0,7,255,1.0,0.0,0.14,0.09,0.14,0.0
1,49,9,18290,1,0.0,0.0,219,165,0.7,0.03,0.0,0.01,0.0,0.0
1,22,9,330,1,0.0,0.0,1,255,1.0,0.0,1.0,0.03,0.0,0.0
1,22,4,56504,69,0.03,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.39
2,45,9,105,4,0.0,0.5,255,253,0.99,0.01,0.0,0.0,0.0,0.0
1,55,9,162,1,0.0,0.0,3,72,0.33,0.67,0.33,0.03,0.0,0.0
2,45,9,1,123,0.0,0.64,255,1,0.0,0.86,1.0,0.0,0.0,0.0
2,45,9,1,131,0.0,0.58,255,20,0.08,0.76,1.0,0.0,0.0,0.0
1,22,9,292,14,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,342,22,0.0,0.0,226,255,1.0,0.0,0.0,0.01,0.0,0.0
1,19,9,9,2,0.0,0.0,255,40,0.16,0.02,0.16,0.0,0.55,0.02
2,45,9,42,4,0.0,0.5,255,254,1.0,0.01,0.01,0.0,0.0,0.0
1,22,9,251,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,105,1,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0
1,22,9,330,19,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,19,9,12,2,0.0,0.0,23,10,0.17,0.09,0.17,0.3,0.0,0.0
1,22,9,274,8,0.0,0.0,48,255,1.0,0.0,0.02,0.03,0.0,0.0
2,45,9,1,151,0.0,0.9,255,1,0.0,0.94,1.0,0.0,0.0,0.0
1,43,9,30,1,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,55,8,0,1,1.0,0.0,255,137,0.54,0.02,0.0,0.0,0.53,0.01
1,43,9,32,1,0.0,0.0,255,249,0.98,0.01,0.0,0.0,0.0,0.0
1,22,9,188,17,0.0,0.0,17,251,1.0,0.0,0.06,0.06,0.0,0.0
1,19,9,3909,7,0.0,0.29,135,28,0.21,0.06,0.21,0.0,0.0,0.0
1,55,9,123,1,0.0,0.0,147,2,0.01,0.04,0.01,0.0,0.0,0.0
1,22,9,189,2,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0
1,22,9,314,15,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,47,4,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0
1,22,9,296,20,0.0,0.0,48,255,1.0,0.0,0.02,0.02,0.0,0.0
1,18,9,160,1,0.0,0.0,255,20,0.08,0.02,0.0,0.0,0.56,0.02
1,22,9,307,13,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,11,9,44,177,0.0,0.0,255,228,0.89,0.01,0.01,0.0,0.0,0.0
1,43,9,32,1,0.0,0.0,255,200,0.78,0.02,0.0,0.0,0.0,0.07
2,45,9,105,1,0.0,0.0,255,247,0.97,0.01,0.01,0.0,0.0,0.0
1,55,8,0,1,1.0,0.0,255,133,0.52,0.02,0.0,0.0,0.53,0.01
1,22,9,292,13,0.0,0.0,125,255,1.0,0.0,0.01,0.03,0.0,0.0
1,49,9,2599,3,0.0,0.67,255,244,0.96,0.05,0.0,0.0,0.0,0.04
1,22,9,241,28,0.0,0.0,67,255,1.0,0.0,0.01,0.01,0.01,0.0
2,45,9,47,2,0.0,0.0,255,255,1.0,0.0,0.02,0.0,0.0,0.0
2,11,9,44,205,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,236,11,0.0,0.0,226,255,1.0,0.0,0.0,0.01,0.0,0.0
1,19,9,294812,1,0.0,0.0,26,26,0.15,0.15,0.15,0.12,0.0,0.0
1,22,9,54540,3,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.04
1,18,9,158,1,0.0,0.0,255,70,0.27,0.03,0.0,0.0,0.06,0.02
1,55,9,0,1,0.0,0.0,255,249,0.98,0.02,0.0,0.0,0.27,0.01
1,43,9,30,1,0.0,0.0,255,222,0.87,0.04,0.0,0.0,0.0,0.0
2,11,9,44,140,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
1,22,9,237,1,0.0,0.0,1,255,1.0,0.0,1.0,0.08,0.0,0.0
2,11,9,44,111,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,185,1,0.0,0.0,255,243,0.95,0.02,0.0,0.0,0.0,0.0
1,22,9,331,14,0.0,0.0,14,255,1.0,0.0,0.07,0.02,0.0,0.0
1,18,9,164,1,0.0,0.0,255,21,0.08,0.02,0.0,0.0,0.56,0.02
1,22,9,293,7,0.0,0.0,37,255,1.0,0.0,0.03,0.01,0.0,0.0
1,55,9,24,4,0.0,0.75,140,87,0.3,0.04,0.01,0.02,0.01,0.91
1,22,9,221,8,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,226,3,0.0,0.0,3,255,1.0,0.0,0.33,0.04,0.0,0.0
2,45,9,105,1,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0
1,55,8,0,1,1.0,0.0,255,100,0.39,0.03,0.0,0.0,0.09,0.11
1,49,9,907,1,0.0,0.0,231,101,0.42,0.03,0.0,0.02,0.0,0.0
1,18,9,158,1,0.0,0.0,255,95,0.37,0.03,0.0,0.0,0.0,0.0
2,45,9,54,511,0.0,0.0,255,255,1.0,0.0,0.84,0.0,0.0,0.0
1,43,9,32,1,0.0,0.0,255,217,0.85,0.02,0.0,0.0,0.0,0.07
1,22,9,221,4,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,340,1,0.0,0.0,169,255,1.0,0.0,0.01,0.02,0.0,0.0
2,45,9,54,511,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0
1,22,9,220,4,0.0,0.0,4,255,1.0,0.0,0.25,0.05,0.0,0.0
1,22,9,300,4,0.0,0.0,255,245,0.96,0.02,0.0,0.0,0.0,0.0
1,22,9,233,1,0.0,0.0,3,3,1.0,0.0,0.33,0.0,0.0,0.0
2,40,9,1,285,0.0,1.0,255,1,0.0,1.0,0.99,0.0,0.0,0.0
1,22,9,206,5,0.0,0.0,103,255,1.0,0.0,0.01,0.05,0.0,0.0
1,22,9,372,48,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,105,2,0.0,1.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0
1,22,9,228,14,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,18,9,162,1,0.0,0.0,20,17,0.85,0.1,0.05,0.0,0.0,0.0
1,22,9,303,4,0.0,0.0,8,255,1.0,0.0,0.12,0.02,0.0,0.0
1,22,9,234,1,0.0,0.0,110,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,54540,3,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0
1,22,9,207,1,0.0,0.0,3,3,1.0,0.0,0.33,0.0,0.0,0.0
1,22,9,323,8,0.0,0.0,94,255,1.0,0.0,0.01,0.06,0.0,0.0
